"groundName","location","price"
"Knights Cricket Ground","Ghaziabad","₹ 3500/hr-day, 0/hr-night"
"Knjyan","Hamirpur (Himachal Pradesh)","₹ 800/hr-day"
"Koduvayur Cricket Club","Koduvayur","₹ 150/hr-day"
"KOHINOOR HINGORA GROUND","Bhuj","₹ 1000/hr-day, 0/hr-night"
"KOLA CRICKET GROUND LAJPUR SURAT","Surat","₹ 3000/hr-day, 3000/hr-night"
"Kolat Moti Devati Cricket Ground","Ahmedabad","₹ 500/hr-day"
"KONTHAMURU HIGH WAY GROUND","Rajamahendravaram","₹ 200/hr-day"
"Korada Cricket Ground(Korada)","Nayagarh","₹ 100/hr-day, 50/hr-night"
"Kosadi Cricket Ground","Mandvi","₹ N/A"
"KotekhaVisen Stadium","Gonda","₹ 1000/hr-day, 1500/hr-night"
"Kotla","Gurgaon","₹ 1500/hr-day, 2000/hr-night"
"KPM CRICKET CLUB","Nellore","₹ N/A"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Kpm Ground","Tirunelveli","₹ 500/hr-day"
"KPP Ryan Global Sports.","Nelmangala","₹ 15000/hr-day, 15000/hr-night"
"Kreeda a Sports Foundation","Chennai","₹ N/A"
"Kreeda Kshetra Viraat cricket ground","Bengaluru (Bangalore)","₹ N/A"
"Krickshetra Sports Ground","Noida","₹ 4500/hr-day"
"Krishna Ground, Pal Cricket Academy","Faridabad","₹ 3000/hr-day, 3000/hr-night"
"Krishnapuri Chowak Ground Balbhadrapur","Birpur","₹ 60/hr-day, 100/hr-night"
"Ksp","Olpad","₹ 500/hr-day, 500/hr-night"
"Kukeri PHC Cricket Ground","Chikhli (Gujarat)","₹ 2000/hr-day, 6000/hr-night"
"kumar thakkar","Pune","₹ 5000/hr-day"
"Kumasiya Grass Groud","Ladnun","₹ 100/hr-day, 500/hr-night"
"Kunal Sports Arena","Mumbai","₹ N/A"
"Knights Cricket Ground","Ghaziabad","₹ 3500/hr-day, 0/hr-night"
"Knjyan","Hamirpur (Himachal Pradesh)","₹ 800/hr-day"
"Koduvayur Cricket Club","Koduvayur","₹ 150/hr-day"
"KOHINOOR HINGORA GROUND","Bhuj","₹ 1000/hr-day, 0/hr-night"
"KOLA CRICKET GROUND LAJPUR SURAT","Surat","₹ 3000/hr-day, 3000/hr-night"
"Kolat Moti Devati Cricket Ground","Ahmedabad","₹ 500/hr-day"
"KONTHAMURU HIGH WAY GROUND","Rajamahendravaram","₹ 200/hr-day"
"Korada Cricket Ground(Korada)","Nayagarh","₹ 100/hr-day, 50/hr-night"
"Kosadi Cricket Ground","Mandvi","₹ N/A"
"KotekhaVisen Stadium","Gonda","₹ 1000/hr-day, 1500/hr-night"
"Kotla","Gurgaon","₹ 1500/hr-day, 2000/hr-night"
"KPM CRICKET CLUB","Nellore","₹ N/A"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Lalbagh Cricket Ground","Jagdalpur","₹ N/A"
"Lalbhai Contractor Stadium","Surat","₹ 33500/Day"
"Lance Cricket Ground","Salem (Tamil Nadu)","₹ 12/hr-day, 1500/hr-night"
"Langate Cricket Ground","Srinagar (Jammu and Kashmir)","₹ 1100/hr-day, 1100/hr-night"
"Late Bappusaheb Shelar Cricket Ground Yewalewadi","Pune","₹ N/A"
"Latifpur Centre Cricket Ground","Dhaka (Bangladesh)","₹ 3000/hr-day, 0/hr-night"
"Law Collage Ground","Bhind","₹ 300/hr-day, 500/hr-night"
"Lawai Cricket Stadium","Karachi","₹ 500/hr-day, 600/hr-night"
"LAZY 11 Cricket Ground","Kuzhithurai","₹ 500/hr-day, 0/hr-night"
"LBS Cricket Academy","Patna","₹ 2000/hr-day, 2000/hr-night"
"Legala Sports Arena","Hyderabad (Telangana)","₹ N/A"
"Legend Cricket Academy Ground","Pune","₹ 20000/Day"
"Kpm Ground","Tirunelveli","₹ 500/hr-day"
"KPP Ryan Global Sports.","Nelmangala","₹ 15000/hr-day, 15000/hr-night"
"Kreeda a Sports Foundation","Chennai","₹ N/A"
"Kreeda Kshetra Viraat cricket ground","Bengaluru (Bangalore)","₹ N/A"
"Krickshetra Sports Ground","Noida","₹ 4500/hr-day"
"Krishna Ground, Pal Cricket Academy","Faridabad","₹ 3000/hr-day, 3000/hr-night"
"Krishnapuri Chowak Ground Balbhadrapur","Birpur","₹ 60/hr-day, 100/hr-night"
"Ksp","Olpad","₹ 500/hr-day, 500/hr-night"
"Kukeri PHC Cricket Ground","Chikhli (Gujarat)","₹ 2000/hr-day, 6000/hr-night"
"kumar thakkar","Pune","₹ 5000/hr-day"
"Kumasiya Grass Groud","Ladnun","₹ 100/hr-day, 500/hr-night"
"Kunal Sports Arena","Mumbai","₹ N/A"
"Knights Cricket Ground","Ghaziabad","₹ 3500/hr-day, 0/hr-night"
"Knjyan","Hamirpur (Himachal Pradesh)","₹ 800/hr-day"
"Koduvayur Cricket Club","Koduvayur","₹ 150/hr-day"
"KOHINOOR HINGORA GROUND","Bhuj","₹ 1000/hr-day, 0/hr-night"
"KOLA CRICKET GROUND LAJPUR SURAT","Surat","₹ 3000/hr-day, 3000/hr-night"
"Kolat Moti Devati Cricket Ground","Ahmedabad","₹ 500/hr-day"
"KONTHAMURU HIGH WAY GROUND","Rajamahendravaram","₹ 200/hr-day"
"Korada Cricket Ground(Korada)","Nayagarh","₹ 100/hr-day, 50/hr-night"
"Kosadi Cricket Ground","Mandvi","₹ N/A"
"KotekhaVisen Stadium","Gonda","₹ 1000/hr-day, 1500/hr-night"
"Kotla","Gurgaon","₹ 1500/hr-day, 2000/hr-night"
"KPM CRICKET CLUB","Nellore","₹ N/A"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Lalbagh Cricket Ground","Jagdalpur","₹ N/A"
"Lalbhai Contractor Stadium","Surat","₹ 33500/Day"
"Lance Cricket Ground","Salem (Tamil Nadu)","₹ 12/hr-day, 1500/hr-night"
"Langate Cricket Ground","Srinagar (Jammu and Kashmir)","₹ 1100/hr-day, 1100/hr-night"
"Late Bappusaheb Shelar Cricket Ground Yewalewadi","Pune","₹ N/A"
"Latifpur Centre Cricket Ground","Dhaka (Bangladesh)","₹ 3000/hr-day, 0/hr-night"
"Law Collage Ground","Bhind","₹ 300/hr-day, 500/hr-night"
"Lawai Cricket Stadium","Karachi","₹ 500/hr-day, 600/hr-night"
"LAZY 11 Cricket Ground","Kuzhithurai","₹ 500/hr-day, 0/hr-night"
"LBS Cricket Academy","Patna","₹ 2000/hr-day, 2000/hr-night"
"Legala Sports Arena","Hyderabad (Telangana)","₹ N/A"
"Legend Cricket Academy Ground","Pune","₹ 20000/Day"
"Kpm Ground","Tirunelveli","₹ 500/hr-day"
"KPP Ryan Global Sports.","Nelmangala","₹ 15000/hr-day, 15000/hr-night"
"Kreeda a Sports Foundation","Chennai","₹ N/A"
"Kreeda Kshetra Viraat cricket ground","Bengaluru (Bangalore)","₹ N/A"
"Krickshetra Sports Ground","Noida","₹ 4500/hr-day"
"Krishna Ground, Pal Cricket Academy","Faridabad","₹ 3000/hr-day, 3000/hr-night"
"Krishnapuri Chowak Ground Balbhadrapur","Birpur","₹ 60/hr-day, 100/hr-night"
"Ksp","Olpad","₹ 500/hr-day, 500/hr-night"
"Kukeri PHC Cricket Ground","Chikhli (Gujarat)","₹ 2000/hr-day, 6000/hr-night"
"kumar thakkar","Pune","₹ 5000/hr-day"
"Kumasiya Grass Groud","Ladnun","₹ 100/hr-day, 500/hr-night"
"Kunal Sports Arena","Mumbai","₹ N/A"
"Legends Cricket Academic","Dubai","₹ 150/hr-day, 1/hr-night"
"Legends Cricket Academy","Dubai","₹ 150/hr-day, 150/hr-night"
"LetsBase Suntan Greens.","Gurgaon","₹ 4500/hr-day"
"LionsDen Cricket Ground","Greater Noida","₹ 1500/hr-day, 1500/hr-night"
"Little Angel Public School","Allahabad","₹ 20/hr-day, 50/hr-night"
"Little Angel Public School","Allahabad Cantonment","₹ 100/hr-day, 150/hr-night"
"Little Grass Place","Aizawl","₹ 3/hr-day"
"Live Up Sports Cricket Ground","Gurugram","₹ 5000/hr-day"
"Lockdown Stadium Kalidaspur","Katihar","₹ N/A"
"Lohiya Cricket Grounds","Noida","₹ 1000/hr-day, 1500/hr-night"
"Lords CKT Ground","Faridabad","₹ 4000/hr-day"
"Lords Cricket Ground","Telangana State","₹ 13000/Day"
"Kpm Ground","Tirunelveli","₹ 500/hr-day"
"KPP Ryan Global Sports.","Nelmangala","₹ 15000/hr-day, 15000/hr-night"
"Kreeda a Sports Foundation","Chennai","₹ N/A"
"Kreeda Kshetra Viraat cricket ground","Bengaluru (Bangalore)","₹ N/A"
"Krickshetra Sports Ground","Noida","₹ 4500/hr-day"
"Krishna Ground, Pal Cricket Academy","Faridabad","₹ 3000/hr-day, 3000/hr-night"
"Krishnapuri Chowak Ground Balbhadrapur","Birpur","₹ 60/hr-day, 100/hr-night"
"Ksp","Olpad","₹ 500/hr-day, 500/hr-night"
"Kukeri PHC Cricket Ground","Chikhli (Gujarat)","₹ 2000/hr-day, 6000/hr-night"
"kumar thakkar","Pune","₹ 5000/hr-day"
"Kumasiya Grass Groud","Ladnun","₹ 100/hr-day, 500/hr-night"
"Kunal Sports Arena","Mumbai","₹ N/A"
"Kpm Ground","Tirunelveli","₹ 500/hr-day"
"KPP Ryan Global Sports.","Nelmangala","₹ 15000/hr-day, 15000/hr-night"
"Kreeda a Sports Foundation","Chennai","₹ N/A"
"Kreeda Kshetra Viraat cricket ground","Bengaluru (Bangalore)","₹ N/A"
"Krickshetra Sports Ground","Noida","₹ 4500/hr-day"
"Krishna Ground, Pal Cricket Academy","Faridabad","₹ 3000/hr-day, 3000/hr-night"
"Krishnapuri Chowak Ground Balbhadrapur","Birpur","₹ 60/hr-day, 100/hr-night"
"Ksp","Olpad","₹ 500/hr-day, 500/hr-night"
"Kukeri PHC Cricket Ground","Chikhli (Gujarat)","₹ 2000/hr-day, 6000/hr-night"
"kumar thakkar","Pune","₹ 5000/hr-day"
"Kumasiya Grass Groud","Ladnun","₹ 100/hr-day, 500/hr-night"
"Kunal Sports Arena","Mumbai","₹ N/A"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Kpm Ground","Tirunelveli","₹ 500/hr-day"
"KPP Ryan Global Sports.","Nelmangala","₹ 15000/hr-day, 15000/hr-night"
"Kreeda a Sports Foundation","Chennai","₹ N/A"
"Kreeda Kshetra Viraat cricket ground","Bengaluru (Bangalore)","₹ N/A"
"Krickshetra Sports Ground","Noida","₹ 4500/hr-day"
"Krishna Ground, Pal Cricket Academy","Faridabad","₹ 3000/hr-day, 3000/hr-night"
"Krishnapuri Chowak Ground Balbhadrapur","Birpur","₹ 60/hr-day, 100/hr-night"
"Ksp","Olpad","₹ 500/hr-day, 500/hr-night"
"Kukeri PHC Cricket Ground","Chikhli (Gujarat)","₹ 2000/hr-day, 6000/hr-night"
"kumar thakkar","Pune","₹ 5000/hr-day"
"Kumasiya Grass Groud","Ladnun","₹ 100/hr-day, 500/hr-night"
"Kunal Sports Arena","Mumbai","₹ N/A"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Lalbagh Cricket Ground","Jagdalpur","₹ N/A"
"Lalbhai Contractor Stadium","Surat","₹ 33500/Day"
"Lance Cricket Ground","Salem (Tamil Nadu)","₹ 12/hr-day, 1500/hr-night"
"Langate Cricket Ground","Srinagar (Jammu and Kashmir)","₹ 1100/hr-day, 1100/hr-night"
"Late Bappusaheb Shelar Cricket Ground Yewalewadi","Pune","₹ N/A"
"Latifpur Centre Cricket Ground","Dhaka (Bangladesh)","₹ 3000/hr-day, 0/hr-night"
"Law Collage Ground","Bhind","₹ 300/hr-day, 500/hr-night"
"Lawai Cricket Stadium","Karachi","₹ 500/hr-day, 600/hr-night"
"LAZY 11 Cricket Ground","Kuzhithurai","₹ 500/hr-day, 0/hr-night"
"LBS Cricket Academy","Patna","₹ 2000/hr-day, 2000/hr-night"
"Legala Sports Arena","Hyderabad (Telangana)","₹ N/A"
"Legend Cricket Academy Ground","Pune","₹ 20000/Day"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Lalbagh Cricket Ground","Jagdalpur","₹ N/A"
"Lalbhai Contractor Stadium","Surat","₹ 33500/Day"
"Lance Cricket Ground","Salem (Tamil Nadu)","₹ 12/hr-day, 1500/hr-night"
"Langate Cricket Ground","Srinagar (Jammu and Kashmir)","₹ 1100/hr-day, 1100/hr-night"
"Late Bappusaheb Shelar Cricket Ground Yewalewadi","Pune","₹ N/A"
"Latifpur Centre Cricket Ground","Dhaka (Bangladesh)","₹ 3000/hr-day, 0/hr-night"
"Law Collage Ground","Bhind","₹ 300/hr-day, 500/hr-night"
"Lawai Cricket Stadium","Karachi","₹ 500/hr-day, 600/hr-night"
"LAZY 11 Cricket Ground","Kuzhithurai","₹ 500/hr-day, 0/hr-night"
"LBS Cricket Academy","Patna","₹ 2000/hr-day, 2000/hr-night"
"Legala Sports Arena","Hyderabad (Telangana)","₹ N/A"
"Legend Cricket Academy Ground","Pune","₹ 20000/Day"
"Legends Cricket Academic","Dubai","₹ 150/hr-day, 1/hr-night"
"Legends Cricket Academy","Dubai","₹ 150/hr-day, 150/hr-night"
"LetsBase Suntan Greens.","Gurgaon","₹ 4500/hr-day"
"LionsDen Cricket Ground","Greater Noida","₹ 1500/hr-day, 1500/hr-night"
"Little Angel Public School","Allahabad","₹ 20/hr-day, 50/hr-night"
"Little Angel Public School","Allahabad Cantonment","₹ 100/hr-day, 150/hr-night"
"Little Grass Place","Aizawl","₹ 3/hr-day"
"Live Up Sports Cricket Ground","Gurugram","₹ 5000/hr-day"
"Lockdown Stadium Kalidaspur","Katihar","₹ N/A"
"Lohiya Cricket Grounds","Noida","₹ 1000/hr-day, 1500/hr-night"
"Lords CKT Ground","Faridabad","₹ 4000/hr-day"
"Lords Cricket Ground","Telangana State","₹ 13000/Day"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Lalbagh Cricket Ground","Jagdalpur","₹ N/A"
"Lalbhai Contractor Stadium","Surat","₹ 33500/Day"
"Lance Cricket Ground","Salem (Tamil Nadu)","₹ 12/hr-day, 1500/hr-night"
"Langate Cricket Ground","Srinagar (Jammu and Kashmir)","₹ 1100/hr-day, 1100/hr-night"
"Late Bappusaheb Shelar Cricket Ground Yewalewadi","Pune","₹ N/A"
"Latifpur Centre Cricket Ground","Dhaka (Bangladesh)","₹ 3000/hr-day, 0/hr-night"
"Law Collage Ground","Bhind","₹ 300/hr-day, 500/hr-night"
"Lawai Cricket Stadium","Karachi","₹ 500/hr-day, 600/hr-night"
"LAZY 11 Cricket Ground","Kuzhithurai","₹ 500/hr-day, 0/hr-night"
"LBS Cricket Academy","Patna","₹ 2000/hr-day, 2000/hr-night"
"Legala Sports Arena","Hyderabad (Telangana)","₹ N/A"
"Legend Cricket Academy Ground","Pune","₹ 20000/Day"
"Legends Cricket Academic","Dubai","₹ 150/hr-day, 1/hr-night"
"Legends Cricket Academy","Dubai","₹ 150/hr-day, 150/hr-night"
"LetsBase Suntan Greens.","Gurgaon","₹ 4500/hr-day"
"LionsDen Cricket Ground","Greater Noida","₹ 1500/hr-day, 1500/hr-night"
"Little Angel Public School","Allahabad","₹ 20/hr-day, 50/hr-night"
"Little Angel Public School","Allahabad Cantonment","₹ 100/hr-day, 150/hr-night"
"Little Grass Place","Aizawl","₹ 3/hr-day"
"Live Up Sports Cricket Ground","Gurugram","₹ 5000/hr-day"
"Lockdown Stadium Kalidaspur","Katihar","₹ N/A"
"Lohiya Cricket Grounds","Noida","₹ 1000/hr-day, 1500/hr-night"
"Lords CKT Ground","Faridabad","₹ 4000/hr-day"
"Lords Cricket Ground","Telangana State","₹ 13000/Day"
"Losers - Cricket Ground","Erode","₹ 700/hr-day"
"Loyola Cricket Ground","Vijayawada","₹ N/A"
"Lt JS DHILLON CIRKIT ACADEMY","Agra","₹ 2000/hr-day, 2500/hr-night"
"Lubdar Mini Stadium","Kulgam","₹ 1000/hr-day"
"M I C Cricket Ground","Allahabad","₹ 1000/hr-day, 1000/hr-night"
"M S Cricket Ground","Noida","₹ 200/hr-day, 2500/hr-night"
"M. I. G. Cricket Club","Mumbai","₹ 25000/Day"
"M.J Cricket Ground","Haldwani","₹ 3500/hr-day, 3500/hr-night"
"M.K GROUND","Salem (Tamil Nadu)","₹ 5000/hr-day, 10000/hr-night"
"M.S. Cricket Academy","Meerut","₹ 500/hr-day"
"Ma aashapura cricket ground khanpur","Surat","₹ 2100/hr-day"
"Maa Kali Ground","Hinjilikatu","₹ 0/hr-day, 0/hr-night"
"Kunti Devi Cricket Acdamy","Agra","₹ 700/hr-day, 600/hr-night"
"Kutch District Railway Cricket Institute","Gandhidham","₹ 800/hr-day, 2500/hr-night"
"Kuthiala Virkan High School Ground","Muridke","₹ 1000/hr-day"
"KVR KANAA Cricket Grounds","Hyderabad (Telangana)","₹ 2000/hr-day, 3000/hr-night"
"KVT","Chennai","₹ 300/hr-day, 300/hr-night"
"Kydganj Cricket Ground","Allahabad","₹ 300/hr-day, 400/hr-night"
"L R Patel Sports Complex","Surat","₹ 22000/Day"
"L.V.M. Cricket Ground","Jhansi","₹ 3000/hr-day, 5000/hr-night"
"La Martiniere Cricket Ground","Lucknow","₹ N/A"
"Laispora Ground","Kulgam","₹ 200/hr-day, 200/hr-night"
"LAKSHYA CRICKET ACADEMY GROUND","Pinjaur","₹ N/A"
"Lakshya Cricket Stadium (Jaipur)","Jaipur","₹ N/A"
"Lalbagh Cricket Ground","Jagdalpur","₹ N/A"
"Lalbhai Contractor Stadium","Surat","₹ 33500/Day"
"Lance Cricket Ground","Salem (Tamil Nadu)","₹ 12/hr-day, 1500/hr-night"
"Langate Cricket Ground","Srinagar (Jammu and Kashmir)","₹ 1100/hr-day, 1100/hr-night"
"Late Bappusaheb Shelar Cricket Ground Yewalewadi","Pune","₹ N/A"
"Latifpur Centre Cricket Ground","Dhaka (Bangladesh)","₹ 3000/hr-day, 0/hr-night"
"Law Collage Ground","Bhind","₹ 300/hr-day, 500/hr-night"
"Lawai Cricket Stadium","Karachi","₹ 500/hr-day, 600/hr-night"
"LAZY 11 Cricket Ground","Kuzhithurai","₹ 500/hr-day, 0/hr-night"
"LBS Cricket Academy","Patna","₹ 2000/hr-day, 2000/hr-night"
"Legala Sports Arena","Hyderabad (Telangana)","₹ N/A"
"Legend Cricket Academy Ground","Pune","₹ 20000/Day"
"Legends Cricket Academic","Dubai","₹ 150/hr-day, 1/hr-night"
"Legends Cricket Academy","Dubai","₹ 150/hr-day, 150/hr-night"
"LetsBase Suntan Greens.","Gurgaon","₹ 4500/hr-day"
"LionsDen Cricket Ground","Greater Noida","₹ 1500/hr-day, 1500/hr-night"
"Little Angel Public School","Allahabad","₹ 20/hr-day, 50/hr-night"
"Little Angel Public School","Allahabad Cantonment","₹ 100/hr-day, 150/hr-night"
"Little Grass Place","Aizawl","₹ 3/hr-day"
"Live Up Sports Cricket Ground","Gurugram","₹ 5000/hr-day"
"Lockdown Stadium Kalidaspur","Katihar","₹ N/A"
"Lohiya Cricket Grounds","Noida","₹ 1000/hr-day, 1500/hr-night"
"Lords CKT Ground","Faridabad","₹ 4000/hr-day"
"Lords Cricket Ground","Telangana State","₹ 13000/Day"
"Losers - Cricket Ground","Erode","₹ 700/hr-day"
"Loyola Cricket Ground","Vijayawada","₹ N/A"
"Lt JS DHILLON CIRKIT ACADEMY","Agra","₹ 2000/hr-day, 2500/hr-night"
"Lubdar Mini Stadium","Kulgam","₹ 1000/hr-day"
"M I C Cricket Ground","Allahabad","₹ 1000/hr-day, 1000/hr-night"
"M S Cricket Ground","Noida","₹ 200/hr-day, 2500/hr-night"
"M. I. G. Cricket Club","Mumbai","₹ 25000/Day"
"M.J Cricket Ground","Haldwani","₹ 3500/hr-day, 3500/hr-night"
"M.K GROUND","Salem (Tamil Nadu)","₹ 5000/hr-day, 10000/hr-night"
"M.S. Cricket Academy","Meerut","₹ 500/hr-day"
"Ma aashapura cricket ground khanpur","Surat","₹ 2100/hr-day"
"Maa Kali Ground","Hinjilikatu","₹ 0/hr-day, 0/hr-night"
"Madanpur Cricket Ground (MCG)","New Delhi","₹ 3500/Day"
"Madarsa Ground Kadma (Basantrai)","Godda","₹ 2000/hr-day"
"Madhav Rao Sindhiya Railway Indoor Stadium","Vadodara","₹ 6000/Day"
"Madni Cricket Ground","Nadiad","₹ 2000/hr-day, 3500/hr-night"
"Magic 11 Ground","Dhenkanal","₹ 100/hr-day, 100/hr-night"
"Magnum Arena","Bengaluru (Bangalore)","₹ 15000/Day"
"MAHAKALI STADIUM - SHANKARPURA","Mehsana","₹ 1000/hr-day, 1000/hr-night"
"MAHAKALI STADIUM SHANKARPURA","Mehsana","₹ 2000/hr-day, 2000/hr-night"
"Mahan Rudra Stadium Dudiya","Pali (Rajasthan)","₹ 800/hr-day, 200/hr-night"
"Mahant Ground","Madhubani","₹ 30/hr-day, 30/hr-night"
"Maharaja Vikram Stadium","Alot","₹ 0/hr-day, 0/hr-night"
"Maharana Pratap Khel Maidan","Salumbar","₹ 1000/hr-day"
"Legends Cricket Academic","Dubai","₹ 150/hr-day, 1/hr-night"
"Legends Cricket Academy","Dubai","₹ 150/hr-day, 150/hr-night"
"LetsBase Suntan Greens.","Gurgaon","₹ 4500/hr-day"
"LionsDen Cricket Ground","Greater Noida","₹ 1500/hr-day, 1500/hr-night"
"Little Angel Public School","Allahabad","₹ 20/hr-day, 50/hr-night"
"Little Angel Public School","Allahabad Cantonment","₹ 100/hr-day, 150/hr-night"
"Little Grass Place","Aizawl","₹ 3/hr-day"
"Live Up Sports Cricket Ground","Gurugram","₹ 5000/hr-day"
"Lockdown Stadium Kalidaspur","Katihar","₹ N/A"
"Lohiya Cricket Grounds","Noida","₹ 1000/hr-day, 1500/hr-night"
